text,label
erdoğan akp seçim beyannamesi ve milletvekili aday tanıtım toplantısı isim vermeden naci görürü bu adam prof müsvedde bu ifadeleriyle hedef aldı,"['siyasi-parti', 'seçim', 'siyasi-figür']"
receptayyip erdoğan sayesinde ülkemin heryeri bahara döndü zaten bir ışığımız var oda receptayyip erdoğan kimse yollarımda dağlarımda havalimanlarımda hastanelerimde hava atmasın ve nankörlük edilmesin bir zahmet,"['siyasi-figür', 'sağlık']"
sayın devletin kamu kurumlarında çalışan tüm memurlar olarak desteklerinizi bekliyoruz en düşük memur maaşı yoksulluk sınırı üzerinde olacak diyen olay bitsin,"['sosyal-yardım', 'iş-ve-istihdam']"
sürekli gaf yaptığı için tv çıkmasın miting yapmasın diye dua edenler kemal kılıçdaroğlu aynı zamanda bolucudur diyor,"['siyasi-figür', 'din']"
muharrem ince turda mecburen erdoğan diyeceğiz adam en azından dış politikada iyi bir duruşu var kardeşim kılıçlar gelirse onu yerler hem adam en azından bizden biri kılıçlar halktan kopuk ekonomik olarak zor zamanlar geçiriyoruz ama dünya genelinde yaşanan bir problem,"['siyasi-figür', 'dış-politika', 'ekonomi']"
hani chp demokrattı hani kılıçdaroğlu adıldı gördün mü ismail belki ilk defa tam doğru bir tweet attın hemen kovdular sen,"['siyasi-figür', 'siyasi-parti']"
kemal kılıçdaroğlu mülakatı kaldıracağız kpssden ne aldıysanız atamasını yapacağız tayyiperdoğan erdoğan kamuda mülakatı kaldırarak atamaları sınavlardaki başarı sıralamasına göre yapacağız,"['siyasi-figür', 'eğitim']"
metro projesi yapılsa ne olur yapılmasa ne olur metroyu kendi cebinden mi yapıyorlar bu kadar ovunuyorlar partizanlık den kurtulmalıyız türkiye receptayyip erdoğan dan büyük,"['siyasi-figür', 'çevre-ve-şehircilik', 'ulaşım']"
kübra abla hayatta bedava diye bir şey yoktur kılıçdaroğlu hangi sözünü tut ki bedava deprem evi sözünü tutsun yalan mı uyuşturucu organ mafyasından alacağı para ile mi bedava verecek yaa bu adam uyuşturucu baronlarından temiz para dedi yaaa inanılmaz,"['güvenlik', 'siyasi-figür', 'afet', 'ekonomi', 'siyasi-manipülasyon']"
erdoğan her seçim kazanışında herkesi kucaklayan bir dil ile konuşuyor bunlar ise iktidara gelme hayallerin debile terör estiriyorlar o yüzden allah size iktidar yüzü göstermesin,"['seçim', 'terör', 'siyasi-figür']"
sizin gibi insanlar bu memleketin yüz karası dinsizler laiklik diye diye aslınızdan uzaklaştınız slm hocaya vermiyor orada farkındaysanız yüksek rütbeli komutan var akılsızlar tayyiperdoğan sonuna kadar ak parti ve sizin sonunuz beyinsizler,"['siyasi-figür', 'ideoloji', 'siyasi-parti']"
kılıçdaroğlu atılan bir oy askere sıkılan bir oy olmasın,"['siyasi-figür', 'güvenlik', 'adalet']"
bizim açımızdan en dezavantajlı senaryoda bile çoğunluğu sadece vekille geçebiliyorlardı o tren kaçtı meclis çoğunluğu her halükarda muhalefette olacak istikrarı bozup ikilik yaratmamak için oylar kılıçdaroğlu,"['ulaşım', 'siyasi-figür', 'hükümet', 'çevre-ve-şehircilik']"
bence kemal kılıçdaroğlu destekliyorum dersen daha etkili olur biz bununla nasıl aynı tarafta oluruz diyerek oy vermeyen çok olur iyye aynı taraf olduğumuzu düşünmek bile rencide edici,"['siyasi-figür', 'seçim']"
kira artışlarının sorumlusu erdoğan dese yine gözaltına alınacaktı susan yırtıyor yoksa çiz,"['konut', 'siyasi-figür']"
ülkemtv kırmızı bültenle aranan terör örgütü pkknın büyük başı remzi kartaldan kılıçdaroğlu açık destek kılıçdaroğlu doğru tercih desteklenecek bir adaydır bu tarihi bir fırsattır,"['seçim', 'siyasi-figür', 'kültür-ve-sanat', 'terör']"
veya zeka küpü bir resimden neler çıkarmışyanı pes ben ülkemden memnunum ama beğenmeyenlere sınırlar açık gidebilirler tutan yok öyle korkaksınız deyip haddi aşma senedir erdoğan sayesinde refah içinde yaşıyor bu millet bir baltaya sap olun da yaşayın sizde,"['siyasi-figür', 'sosyal-yardım', 'güvenlik']"
kılıçdaroğlu bir de eyt de kademeli primi kaldırım hakları olan prim haklarını vereceğiz desen hadi desin eeee erdoğan dan o emri aldı bu konuya girme diye hadi yiyorsa desin,"['siyasi-figür', 'ekonomi', 'adalet']"
afvebarış ittifakı empati kurmak zor olmamalı adaletin sağlandığı günlerin gelmesini istiyoruz haklı sebeplerimiz var sn erdoğan bu zulme son verin hayat verilen cezalar kadar uzun değil,"['politik-strateji', 'siyasi-figür', 'adalet']"
millet ittifakının patates soğan kadar değeri var mı bu milletin gözünde bu ülkenin tek değeri olan receptayyip erdoğandır,"['siyasi-figür', 'politik-strateji']"
iyi parti gaziantep sıra adayı milletin namusuna tasallut olan bir adam çıkınca çareyi erdoğana saldırmakta bulmuş ilginçtir ülkede şarkısı dinlenmeyen şarkıcı dizisi tutmayan oyuncu filmi seyredilmeyen aktivist kendisine gülünmeyen komedyen popüler olmanın çaresi olarak erdoğana saldırmayı görüyor ahlaksızları vekil yapan iyi partide kendi pisliğini örtmek için tayyiperdoğana saldırmış bir video yapmış önce videoya dair birkaç kelam edelim tayyiperdoğan kime sürtük dedi gezide kendileri için yılın en sürtüğü biziz diyenlere kendileri için mükemmel sürtük diye afiş açanlara sürtük dedi burada hakaret nerede birisi söylesin de bilelim sayın akşener görselleri ekledim cevap bekliyorum gelelim iyi partinin ahlaksızlıklarına bingölde lütfü türkkan şehit abisine senin bacını şekerim diye küfür etti mi etmedi etti meral akşener şehit kardeşine pornocu yavşak dedi mi demedi mi dedi iyi parti gaziantep sıra vekil adayı evli kadınların namusuna saldıran biri mi değil mi öyle biri meral akşener ak partililere haçlı dedi mi demedi mi dedi kim ahlaksız meral hanım hadi açıkla da bilelim doğru adam,"['siyasi-parti', 'kültür-ve-sanat', 'siyasi-figür']"
hayal dünyası ama millet ittifakı seçimi kaybetse erdoğan devam etse anlaşılan çok mutlu olacaksınız,"['politik-strateji', 'seçim', 'siyasi-figür']"
işte kafası çalışan insan malumun ilanını görüyor bu seçim erdoğan kılıçdaroğlu yarısı aslında,"['siyasi-figür', 'iş-ve-istihdam', 'seçim']"
hayırlı olsun sana yıldan beri olduğu gibi atatürkün emaneti türkiye cumhuriyeti devletinin bakası için rt erdoğan ve liderliğinde cumhur ittifakına evet kara kaş kara göz için değil soğan patates makarna için hiç değil hizmete alınan eserleri ve reformları için,"['siyasi-figür', 'kültür-ve-sanat', 'politik-strateji', 'ideoloji', 'hükümet']"
erdoğanın ustalık eserim,['kültür-ve-sanat']
kemal kılıçdaroğlu emniyet teşkilatımızın değerli mensupları ağır çalışma koşullarınızdan özlük haklarınıza liyakatsız atamalardan uğradığınız mobbinge kadar tüm sorunlarınızı biliyorum hepsini çözeceğim türk polis teşkilatımızın kuruluş yıldönümü kutlu olsun,"['mesleki-haklar', 'güvenlik', 'siyasi-figür']"
kiralık ev ilanlarını satılık ev ilanlarını da gösterin yirmi yıl önce bir ev fiyatı şimdi bir aylık kira fiyatı oldu nereden nereye yaparsa erdoğan yapar,"['konut', 'siyasi-figür']"
iyisiniz hoşsunuz yaptıklarınızı da güzelce yazmışsınız peki bu kadar çok yolsuzluk iddiaları için ne diyorsunuz mesela de ayakkabı kutularından çıkanlar erdoğan yıldırım ailelerinin önlenemeyen zenginleşmeleri bakanlar hakkında iddialar ama yol yaptı mı diyorsunuz,"['yolsuzluk', 'siyasi-figür', 'adalet']"
msb başkan receptayyip erdoğanın katılacağı törenle deniz kuvvetleri komutanlığına teslim edilecek türkiyenin en büyük savaş gemisi tcg anadolunun fotoğraflarını paylaştı geminin üzerinde bayraktar tb şıha ve kızılelma ile helikopterler de yer aldı,"['güvenlik', 'siyasi-figür', 'hükümet']"
belediyecilik detaylı iş bir yerlerden bir şikayet olur anında dosya açılır sonra uğraş dur suçsuzluğu anlaşılsa da geçmiş olsun atı alan üsküdarı geçer kılıçdaroğlu hakkında varsa yoksa seccadeye bastı yaygarası neden,"['siyasi-figür', 'hükümet', 'adalet']"
hani erdoğan diktatördü ula sabah akşam saat küfür hakarete boğuyordunuz da erdoğan sadece dava açıp tazminat davası kazanıyordu küfrettiğiniz ekranlarda yine boy gösteriyordunuz iki ironi yazdın diye sana dakkasında kovdular diktatörün dik alası sizsiniz,"['ideoloji', 'siyasi-figür']"
ibb şeysi imamoğlu cb kemal kılıçdaroğlunun olduğu yerde adalet olur ekrem imamoğlu ile mansur yavasın olduğu yerde de icraat olur şeytanın ego su bile buna secde eder istikamet kızılelma şeriat enflasyon asgari,"['ideoloji', 'siyasi-figür', 'ekonomi', 'din']"
kiminle güçlüsünüz türk milliyetçiliğini ayaklar altına alan erdoğan la mı türk bayrağının problemli olduğunu söyleyen hüda par la mı sınırları yol geçen hanı yapan suriyeli ve afganlarla mı kimle güçlüsünüz bahçeli,"['mülteciler', 'siyasi-parti', 'güvenlik', 'siyasi-figür']"
devleti kılıçdaroğlu yönetmiyor koruma siz cebinizden kendi paranızla mı yapıyorsunuz bende size şunu soruyorum madem bir yılda o kadar konut yapıyorsunuz bursa yıldırım yavuzselimde yıldır kentsel dönüşüm diye millet kandırıldı yapılmadı,"['hükümet', 'siyasi-figür', 'konut', 'ekonomi']"
fikri bey fakirlik yoksulluk işsizlik edebiyatı yapa yapa göze baka baka yalan söyleye söyleye boşuna poponuzu yırttınız tüm bunlar yetmemiş gibi terör örgütü pkk ya sarıldınız yetmemiş dünyada türkiye karşıtı kim varsa kucağına oturdunuz yine sonuç yok erdoğan yüzde,"['siyasi-figür', 'sosyal-yardım', 'terör']"
erdoğanı çok seviyorum umarım staj mağduru ailelere yardım edecek yoksa çevremde çok var bu nedenden chp ye oy verecek umarım bu olmaz,"['çevre-ve-şehircilik', 'adalet', 'siyasi-parti', 'seçim']"
bu ülkenin lideri mustafa kemal atatürk tür ülkenin kurucusu ve devrimcisidir onun üstüne gelen liderler sadece ülkenin yöneticileridir iyisi de oldu kötüsü de erdoğan iyi bir lider mi onu sorgularım ama atatürkü sorgulayamazsın çünkü o gazidir savaşlar kazanarak bu ülkeyi kurmuş,"['siyasi-figür', 'güvenlik']"
balıkesirde iyi sıra adayı eski akp mv erdoğanın doktoru akp sıra adayı eski mhpyi bld bşk eski iyi mv bu adamların taraf değiştirmeyeceğine nasıl bu kadar güvenip sıraya koyuyorlar anlamıyorum,"['sağlık', 'siyasi-parti', 'seçim']"
market raflarında qr kodlu erdoğan videosu selo ece güner tıp genel kurmay osman gökçek patates ekrem imamoğlu selahattin chp mhp iyi parti kılıçdaroğlu muharrem ince erdoğan deprem euro altın bıst,"['siyasi-figür', 'ekonomi', 'siyasi-parti']"
erdoğan ne yaptı diyenler şu güruhu bu hale getirdi ya benim için en büyük eserdir,"['kültür-ve-sanat', 'siyasi-figür']"
hiç bir konuşmasında ayrımcılık yapmayan onu sevsinler sevmesinler kimseye hareket etmeyen sadece ülkede halk sıkıntı çekerken o ısrarla o paraları sizden alıp ait olduğu devletin kasasına koyacağım diyen mütevazı lider kemal kılıçdaroğlu tabii ki,"['siyasi-figür', 'hükümet', 'ekonomi', 'eşitlik']"
erdoğan demek alpayın çektiği krediyi geri ödememek kılıçdaroğlu demek alpay çektiği krediyi faizi ile geri ödemek demek,"['siyasi-figür', 'ekonomi']"
bu mülteci politikası tamamen stratejikti sınırlarda ne yazık ki kevgire söndü bu politika özellikle erdoğannın biden ile yüz yüze görüşmesinden sonra başladı,"['mülteciler', 'güvenlik']"
dünya savaşı zamanı erdoğan olsaydı şu an türkiye çok farklı yerlerde olurdu dünyanın en iyi bilim adamlarının ve sermaye sahiplerinin türkiyeye sığınma talep ettiği fakat üstün zeka inönü tarafından reddiye verildiği bir dönem,"['mülteciler', 'güvenlik', 'siyasi-figür']"
gafçı kemal dünya sinemasında gerçekçi olmak lazım kemal kılıçdaroğlu erdoğanın dengi değil,"['siyasi-figür', 'kültür-ve-sanat']"
pkknın katillerinin ne yapmaya çalıştığını soğanla gizlemeye uğraşma kemal seçim bitti son tarihte fıkralarla anılacaksın hahha,"['seçim', 'güvenlik']"
ismail saymaz ve yılmaz özdil chp li medyanın ifade özgürlüğü hakkında ki tutumundan memnun mu chpnin iktidar olduğunu varsaydığımızda kemal kılıçdaroğlu ve ahalisi ifade özgürlüğü ne ne kadar sahip çıkacaklar,"['sivil-haklar', 'siyasi-figür', 'siyasi-parti']"
valla hacı senin hayallerin bizim hayallerimize yetişemez sendeki hayaller kabus bizdeki hayaller ise refah getirir güçlü lider güçlü türkiye receptayyip erdoğan,"['siyasi-figür', 'sosyal-yardım']"
kemal kılıçdaroğlu gençlerimiz geleceğini yurt dışında arıyorlar neden gençler yurt dışını istiyor diyorlar ki bu asgari ücretle ne ev sahibi ne araba sahibi olabilirim ama diyorum ki geçim standardı yükselecek kısa sürede araba sonra da ev sahibi olacaksınız,"['mesleki-haklar', 'siyasi-figür', 'konut']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
chp lgbt fahri başkanı kılıçdaroğlu değil mi gelecekten masa özeti,"['sivil-haklar', 'siyasi-figür', 'hükümet', 'siyasi-parti']"
türkiye cumhuriyeti devletini muasır medeniyetler seviyesine çıkarabilecek bu konuda daha tecrübeli daha bilgili çok saha çalışkan ve daha dirayetli dik duran sadece ve sadece devrimci en büyük türk receptayyip erdoğandır,"['siyasi-figür', 'ideoloji']"
gerçekten boş teneke ses çıkartıyor erdoğan niye ekrem niye sende biliyorsun istanbullu da biliyor sene büyük kayıp bir santim metro yok yapılan neden bahsediyorsun,"['siyasi-figür', 'çevre-ve-şehircilik', 'ulaşım']"
soli özel şubat depremleri sonrasında dış politikada değişen söylemi ve seçimler öncesinde rusyanın erdoğanı desteklemesinin mümkün olup olmadığını mercek altına aldı,"['afet', 'seçim', 'dış-politika']"
genel seçimler millet cumhur emek özgürlük memleket ata cbaşlanlığı kılıçdaroğlu erdoğan ince oğan,"['sivil-haklar', 'siyasi-figür', 'seçim']"
cumhurbaşkanı erdoğanın seçim vaatlerinden öne çıkanlar yükseköğrenimdeki gençlerimize aylık gb ücretsiz internet vereceğiz btc,"['iş-ve-istihdam', 'mesleki-haklar', 'seçim', 'siyasi-figür']"
rabbim seni korusun reisim mayıs seçimini tüm islam dünyası takip ediyor gazamız mübarek olsun receptayyip erdoğan,"['seçim', 'siyasi-figür', 'din']"
kılıçdaroğlu kendisini aday göstererek si siyasal islamcı akp eskileriyle ittifak kurarak sıvadık aday listeleri ise sıvama bölümü allah esirgesin bir şekilde seçilirse türkiyeye ne kadar boş bir adam olduğunu da gösterir,"['seçim', 'siyasi-figür', 'ideoloji', 'politik-strateji', 'siyasi-parti']"
her köşeden şarmışlar inlerinden dışarı çıkmaya çalışan çakallar erdoğan iktidarına en çok emek veren baston olan ve en sonda fetönün merkezi partisi deva ya kol kanat geren kk ya bir şey diyorlar mı,"['iş-ve-istihdam', 'siyasi-figür']"
kemal kılıçdaroğlunun eski avukatı mustafa kemal çiçekten chpye ak parti yılda seçim kazandı görünen köy kılavuz istemez galibiyet yolda geliyor gelmekte olan lakin bu yılda attığı tehlikeli atıklar dahi rakipleri açısından çok değerli,"['siyasi-figür', 'çevre-ve-şehircilik', 'siyasi-parti']"
görünen o ki kılıçdaroğlu bu son derece kritik tarihsel seçimde demokrasiye geçiş için yaşamanın oluşumunda doğru kadroları belirlemede zorlanmış olsa da süreçte belirleyici olacak yürütme kadroları için ne yazık ki gerekli nitelikler ölçütler çalışmasını yapabilmiş değildir,"['ideoloji', 'siyasi-figür', 'hükümet', 'seçim']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacak aylık gb ücretsiz internet vereceğiz aa,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
imar affı çıkararak kaçak yapılara izin veren erdoğan deprem bölgeleri için önlem alın diyen profesör naci görüre müsvedde dedi ülkede adaleti ekonomiyi liyakatı sevgiyi saygıyı her şeyi bitirdi bize bunlardan kurtardığın için teşekkürler kılıçdaroğlu oyumsenin baykemal,"['afet', 'siyasi-figür', 'ekonomi', 'çevre-ve-şehircilik']"
hayatım boyunca senin kadar yalancı bir adam ben hiç görmedim bu kadar milletin gözünün içine baka baka yalan konuşuyorsun bu millet sana oy verir mi ya aklı başında olan insanlar bizi receptayyip erdoğanla geldik receptayyip erdoğanla gideriz oyumuz tayyiperdoğana,"['seçim', 'siyasi-figür', 'siyasi-manipülasyon']"
lan sen almazsan oyunu erdoğan alacak siz bu kafayla değil sene daha siyasal islamcı sultası altında inlersiniz amk neyse ki siyaset ve ülke kurtarmak sana kalmıyor hdp ve pkknın organik bir bağı olsa hdp çoktan kapanmıştı anlamadığın çok şey var pkk terör örgütü ama,"['siyasi-figür', 'ideoloji', 'siyasi-parti', 'terör']"
bunu yazarken kimi destekleyeceğimizi de yazmalısın evet erdoğan kötü kuran kurslarını buldozerle yılacağım diyen incemi iyi yada ayasofyayı tekrar müze yapacak başörtüsünü yine yasaklayacak din düşmanı kemal mi daha iyi yoksa komünistler mi kim daha iyi en iyileri yine,"['din', 'siyasi-figür']"
erdoğan depremle yatıp kalkıyor fırsat buldukça da ülkenin ilklerinin açılışlarını yapıyor siz takılın eğlensenize feticulerler akp artıklarıyla kandil ile abd ile bizim deprem gerçeğimiz var,"['siyasi-figür', 'afet', 'siyasi-parti']"
imamoğlundan erdoğana yıldır benimle uğraşıyor bir insanın allah gönül gözünü kör eylemesin onları da iyileştireceğiz bir ay sonra zaten gidiyorsun bu lafları yetiştireceğine giderayak bir imza at otobüs alacağız metroya kredi onayı alacağız onun imzasını at,"['çevre-ve-şehircilik', 'ulaşım']"
nin ortak amacı kılıçdaroğlu ne vadetmiş hdpyi feleknas uca açık açık söyledi hdp şanlıurfa milletvekili feleknas uca seçim propagandası yaptığı sırada terörist başı abdullah öcalana özgürlük vadetti,"['seçim', 'terör', 'sivil-haklar', 'siyasi-figür', 'hükümet', 'siyasi-parti']"
yılın en büyük afetini yaşadık tarihte nice medeniyetler bu sebeple yok oldu ama elhamdülillah erdoğan var ak parti var cumhur var daha da güçlenerek çıkacağız ne dediyse yaptı,"['siyasi-figür', 'siyasi-parti']"
kendini rahatlıkla eleştirmesinler diye erdoğanın yılda dişiyle tırnağı ile inşaa ettiğinde istibdat rejiminde biri erdoğanı rahatça eleştirebildiğini söyleyebiliyorsa o kişinin cezası rahatlıkla müebbet hapis olur,['adalet']
kızılayı karalamak için yırtınan uzaktan kumandalı hiç kızılay çadırı yoktu gibi iğrenç bir yalan uyduran kılıçdaroğlu hiç tepki göstermediler tek besin kaynakları yalan,"['siyasi-figür', 'dernek', 'siyasi-manipülasyon']"
kemal kılıçdaroğlu emniyet teşkilatımızın değerli mensupları ağır çalışma koşullarınızdan özlük haklarınıza liyakatsız atamalardan uğradığınız mobbinge kadar tüm sorunlarınızı biliyorum sana söz hepsini çözeceğim nisan polis haftası kutlu olsun,"['mesleki-haklar', 'güvenlik', 'siyasi-figür']"
türkiye uluslararası yardım talep etti türkiye seviye alarm ilan etti depremin ilk saatleri erdoğan henüz uyanmış değil uzmanlar devam eden artçı sarsıntılar nedeniyle evleri terk etme ve binalara girmeme çağrısı yaptı,"['siyasi-figür', 'afet']"
eee bu randevu ağzı kemal kılıçdaroğlu ağzı oda böyle yazıyor değil mi kandil pkk yönetiminin sevenlerine tavsiye ettiği millet ittifakının başkanının ağzı ne tuhaf joe biden treni darbeyle değil seçimle devireceğiz d trump onların ekonomisini mahvedeceğim,"['ulaşım', 'seçim', 'dış-politika', 'terör', 'siyasi-figür', 'hükümet', 'güvenlik', 'çevre-ve-şehircilik', 'politik-strateji', 'ekonomi']"
kemal kılıçdaroğlu ortadoğu barış ve işbirliği teşkilatı kurmaya karar verdik iran ırak suriye ve türkiye neden bir araya gelmiyoruz demiş anlaşılan o ki erbakanı öğrencilerinden daha iyi anlamış ve davam kitabını okumuş tanımış ve karşı hamle tasarlamış,"['siyasi-figür', 'dış-politika']"
erdoğanın konvoyuna laf edenler bugün ekrem imamoğlunun konvoyunu görmezden geliyorlar trafiği felç ettiler yetmedi sağ tarafı esir aldılar döneceğimiz sapağı da dönemedik ne erdoğan ne imamoğlu hiç bir siyasinin böyle uzun konvoyları olmamalı trafiğe de tehlikeli,"['siyasi-figür', 'çevre-ve-şehircilik', 'ulaşım']"
bu hdpyi felaknaz hanım mayısta abdullah öcalan dışarı çıkacak oyunuzu kemal kılıçdaroğlu verin diyor sende kemale oy verin diyorsun kimin eli kinin cebinde belli değil berna neyin peşindesiniz siz,"['seçim', 'siyasi-figür']"
ister pkklı olsun demeyi unuttunuz kemal o soğan tl de olsa oyum erdoğana çünkü bizde boğaz için satılacak ülke yok gerçi son ülke yönetmeyi sadece özgürlük olarak tanımlıyorsun ama yıldır bu ülke olmadığı kadar özgür by by kemal,['sivil-haklar']
bursa da cami samanlık olarak kullanıldı erdoğan döneminde kuyruklar oldu devlet hastanelerine bakım yapmadığı için çürümeye bırakıldı sabah te girmediğin randevuya gün sonraya gidiyorsun imam hatip okulları rayından çıktı katara baeye muhtaç kaldı,"['eğitim', 'din', 'siyasi-figür', 'hükümet', 'sağlık']"
erdoğan vaat vermesin bize eski yaşam şartlarımızı versin tl lık kiralar ne olacak onu söylesin liralık et no olacak onu söylesin meyve sebze konut fiyatları otomobil fiyatları ne olacak onu söylesin özellikle son yılda mahvettiği ekonomimiz ne olacak onu söylesin,"['konut', 'siyasi-figür']"
önden erdoğan ve milyon kaçak göçmeni ve mültecisi bir kan versin çünkü türk milletinin kanını iliğine kadar emdiler,"['mülteciler', 'siyasi-figür']"
dilek hanım uyanın hey yılmaz ve ince atatürk sevdalıları insanlardır kemal kılıçdaroğlu ve hdppkk seviciler bu partide olduğu sürece ne olacak biliyor musunuz atatürk ve cumhuriyet rejimi yok olacak terör örgütü yöneticilerini sonra diğer videoları izleyin,"['ideoloji', 'siyasi-figür', 'terör']"
kılıçdaroğlu kul hakkını yiyenden hesap soracağım,"['siyasi-figür', 'adalet']"
dünya savunma sanayisinde bende varım demenin hali bu işte bu yüzden erdoğan,"['siyasi-figür', 'güvenlik']"
hani bir otobüs vardı erdoğanın kazanması için aday oluyorsun tarih bunu affetmez yüzde oyun var sadece erdoğan kazansın diye aday olursunuz,"['seçim', 'siyasi-figür', 'çevre-ve-şehircilik', 'ulaşım']"
erdoğan ev hanımlarının emekliliğine destek vermekten her ailede en az bir çalışan olmasını sağlamaya kadar pek çok uygulamayı başlatacağız,"['iş-ve-istihdam', 'siyasi-figür']"
erdoğan bu ibb ne yapar bir çivi bile çakmadılar imamoğlu zaten gidiyorsun masamda duran bir kağıt var otobüs almayı planlıyoruz gitmeden bir imza atıversene başaramadığın tane metroyu sene içerisinde yaptım gözünün önünde duruyor gelip gözünün önüne göstersem yine inanmazsın gönül gözün kör olmuş,"['siyasi-figür', 'çevre-ve-şehircilik', 'ulaşım']"
selvi kılıçdaroğlu yolda karşılaştığı başörtülü kadınlara sizi daha önce anlayabilseydik demiş kollar kapalı aslında son kapalıyım benimle yakın temas kurma tokalaşma sarılma ihtimaline karşı tedbirliyim diyor biraz geride durarak son mesafe koydum diyor,"['siyasi-figür', 'din']"
yıl kasım ayı ve yüksek askeri şura toplantısında o zamanın başbakanı olan reisin duruşu hatırasına dair bir video erdoğan kazanacak,"['güvenlik', 'siyasi-figür']"
pandemi savaş deprem sonrası bozulan dengeyi kim düzeltir sorusuna tek cevap erdoğan,"['siyasi-figür', 'güvenlik', 'afet', 'sağlık']"
erdoğan kazanacak,"['seçim', 'siyasi-figür']"
kemal kılıçdaroğlu kpssde sözlü sınavı kaldıracağız aldığı puana göre atamasını yapacağız dedi saat sonra erdoğan aynısını tekrarladı senedir neredeydin derler adama neyse teşekkürler kılıçdaroğlu,"['siyasi-figür', 'eğitim']"
cumhurbaşkanı erdoğan kamuya işe alımları görevin getirdiği zorunluluklar dışında mülakatı kaldırarak gençlerimizin sınavlardaki başarı sıralamasına göre yapacağız arasında süper hızlı tren hattı kuracağız,"['ulaşım', 'siyasi-figür', 'çevre-ve-şehircilik', 'eğitim']"
kademciler asıcılar köpekçiler varken reis e düşman aramaya gerek yok emin abi millet reis e rey veriyor kimse kendini dev aynasında görmesin bunlar varken c başkanlığı erdoğan millet vekilliğinde fatih erbakan oy erdoğan a oy yeniden refah partisine,"['sosyal-yardım', 'siyasi-figür', 'hükümet']"
arap dini yağmacı ganimetçi bir dindir arabın genel kültür anlayışıdır erdoğan da bu ayetten yola çıkarak ihalelerin beşte birini cukkalamaktadır fetvacısı santim parmakları ile rabia işareti yapan ucubedir,"['siyasi-figür', 'kültür-ve-sanat']"
evine ayakkabıyla giren polise galoş giy dediği için polis tarafından öldürülmesi sizin için normal bir durum tabii ama selvi kılıçdaroğlunun cenazesine katılması skandal sizin için milliyetçi oy için insanlığınızı satışa çıkarmışsınız nasıl bir çirkefsiniz siz,"['güvenlik', 'adalet']"
senede kalkmayan mülakat bakın saate nasıl kalktı kemal kılıçdaroğlu mülakatı kaldıracağız kpssden ne aldıysanız atamasını yapacağız tayyiperdoğan erdoğan kamuda mülakatı kaldırarak atamaları sınavlardaki başarı sıralamasına göre yapacağız,"['siyasi-figür', 'eğitim']"
chpde parti içi demokrasi akp kadar olsaydı kılıçdaroğlu kumpas ile genelbaşkan olmazdı seçim kaybetmiş hala o koltukta olmazdı iki ittifak da bana güven vermiyor solcu ulusalcı atatürkçü olarak sinan oğan diyorum,"['ideoloji', 'siyasi-figür', 'siyasi-parti']"
yaaa kılıçdaroğlu oranı a kadar çıkıyormuş cahiller öyle söylüyor ben onların yalancısıyım,"['siyasi-figür', 'siyasi-manipülasyon']"
bülent terörist sevici selvi kılıçdaroğlu hangi teröristin leşinin yanında ahirette bunun hesabı sizden sorulacak bari saf temiz müslümanları günahınıza ortak etmeyin,"['ideoloji', 'siyasi-figür', 'terör']"
cumhurbaşkanımız sayın ordu çeyrek altın teşekkürler kılıçdaroğlu osman gökçek,"['siyasi-figür', 'ekonomi']"
kılıçdaroğlundan gençlere iktidar değiştiğinde ücretleriniz yüksek olacak kısa sürede araba belli bir zamanda da ev sahibi olacaksınız kendi ülkenizde çalışacaksınız söz veriyorum,"['mesleki-haklar', 'iş-ve-istihdam', 'konut']"
tanrı mı kardeşim bu milletin karısına çocuğuna tecavüz etmişler malına çökmüşler parasını çalmışlar her türlü ahlaksızlığı yapmışlar kimi affediyor ya okulun başka bir kula yaptığı suçu allah affetmiyor erdoğan nasıl affedebilir,"['adalet', 'ekonomi', 'siyasi-figür', 'eğitim']"
trolleri teşekkürler kılıçdaroğlu diye twetlemeye başlamış erdoğanın vaatlerini güya bay kemal söylemiş yok ya öyle olsaydı hdpkk özerklik derdi apoya seloya fotoya özgürlük derdi sizin vaatleriniz bunlar,"['sivil-haklar', 'siyasi-figür']"
oy erdoğana oy yeniden refah partisine,['sosyal-yardım']
kılıçdaroğlunun tıpış tıpış oyunuzu kullanacaksınız demesine bile arkadaşları aldırmıyor normal karşılıyorlar pes vallahi,['seçim']
evlenmek için kredi çekmek zorunda kalmamak için oylar kılıçdaroğlu,"['siyasi-figür', 'ekonomi']"
asla geçmez dün at izi it izine karışmıştı bugün bu değişti erdoğan dan nefret ediyorlar bazı chp li sol kemalistler buna inanamıyor ama bu seçimde millet ittifakında bu artıkların olması bu kemalistleri uyandırmalı artık,"['politik-strateji', 'seçim', 'siyasi-parti', 'siyasi-figür']"
